ptNoList|^resultCode|^resultMsg|^rowno|^ptNo|^ptNm|^addr|^orgNm|^wmyr|^wmod|^wmwk|^wmdep|^lonDgr|^lonMin|^lonSec|^latDgr|^latMin|^latSec|^wmcymd|^itemLvl|^itemAmnt|^itemTemp|^itemPh|^itemDoc|^itemBod|^itemCod|^itemSs|^itemTcoli|^itemTn|^itemTp|^itemCd|^itemCn|^itemPb|^itemCr6|^itemAs|^itemHg|^itemCu|^itemAbs|^itemPcb|^itemOp|^itemMn|^itemTrans|^itemCloa|^itemCl|^itemZn|^itemCr|^itemFe|^itemPhenol|^itemNhex|^itemEc|^itemTce|^itemPce|^itemNo3n|^itemNh3n|^itemEcoli|^itemPop|^itemDtn|^itemDtp|^itemFl|^itemCol|^itemCcl4|^itemDceth|^itemDcm|^itemBenzene|^itemChcl3|^itemToc|^itemDehp|^itemAntimon|^itemDiox|^itemHcho|^itemHcb|^itemNi|^itemBa|^itemSe|^numOfRows|^pageNo|^totalCount
3008A40|^00|^NORMAL SERVICE|^850|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^05|^2회차|^ |^127|^28|^44|^36|^22|^6|^20170515|^ |^ |^13.2|^7.8|^10.5|^0.9|^3.7|^1.5|^1|^1.384|^0.011|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^ |^정량한계미만|^ |^ |^ |^ |^2.7|^ |^ |^ |^ |^정량한계미만|^ |^160|^ |^ |^1.041|^0.024|^0|^0.000|^1.286|^0.003|^ |^ |^ |^ |^ |^ |^ |^3.0|^ |^정량한계미만|^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^851|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^05|^3회차|^ |^127|^28|^44|^36|^22|^6|^20170522|^ |^ |^15.0|^8.6|^10.2|^0.9|^3.8|^1.9|^7|^1.252|^0.020|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^5.1|^ |^ |^ |^ |^정량한계미만|^ |^157|^ |^ |^1.061|^0.005|^0|^0.000|^1.260|^0.014|^ |^ |^ |^ |^ |^ |^ |^2.9|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^852|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^05|^4회차|^ |^127|^28|^44|^36|^22|^6|^20170529|^ |^ |^16.2|^8.7|^11.3|^0.7|^3.6|^1.6|^4|^1.310|^0.008|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^4.0|^ |^ |^ |^ |^정량한계미만|^ |^158|^ |^ |^0.951|^0.026|^0|^0.000|^1.297|^0.005|^ |^ |^ |^ |^ |^ |^ |^2.8|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^853|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^06|^1회차|^ |^127|^28|^44|^36|^22|^6|^20170605|^ |^ |^17.4|^8.3|^10.4|^0.8|^3.7|^1.8|^2|^1.336|^0.009|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^5.1|^ |^ |^ |^ |^정량한계미만|^ |^168|^ |^ |^0.999|^0.017|^0|^0.000|^1.303|^0.004|^ |^ |^ |^ |^ |^ |^ |^2.7|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^854|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^06|^2회차|^ |^127|^28|^44|^36|^22|^6|^20170612|^ |^ |^18.1|^8.3|^10.4|^0.9|^4.0|^2.1|^2|^1.238|^0.010|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^ |^정량한계미만|^ |^ |^ |^ |^5.1|^ |^ |^ |^ |^정량한계미만|^ |^168|^ |^ |^1.006|^0.020|^0|^0.000|^1.227|^0.005|^ |^ |^ |^ |^ |^ |^ |^2.8|^ |^정량한계미만|^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^855|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^06|^3회차|^ |^127|^28|^44|^36|^22|^6|^20170619|^ |^ |^20.1|^8.6|^10.4|^0.9|^4.5|^1.5|^4|^1.264|^0.014|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^7.3|^ |^ |^ |^ |^정량한계미만|^ |^169|^ |^ |^1.002|^0.026|^0|^0.001|^1.234|^0.006|^ |^ |^ |^ |^ |^ |^ |^3.1|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^856|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^06|^4회차|^ |^127|^28|^44|^36|^22|^6|^20170626|^ |^ |^20.8|^8.7|^10.1|^1.2|^4.1|^2.7|^7|^1.202|^0.013|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^9.3|^ |^ |^ |^ |^정량한계미만|^ |^170|^ |^ |^0.990|^0.024|^0|^0.000|^1.136|^0.003|^ |^ |^ |^ |^ |^ |^ |^3.1|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^857|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^07|^1회차|^ |^127|^28|^44|^36|^22|^6|^20170703|^ |^ |^21.8|^8.5|^9.1|^0.9|^3.9|^2.3|^13|^1.110|^0.009|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^9.7|^ |^ |^ |^ |^정량한계미만|^ |^168|^ |^ |^1.015|^0.019|^4|^0.001|^1.096|^0.003|^ |^ |^ |^ |^ |^ |^ |^2.8|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^858|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^07|^2회차|^ |^127|^28|^44|^36|^22|^6|^20170710|^ |^ |^22.5|^8.5|^9.3|^0.9|^3.9|^2.5|^19|^1.154|^0.017|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^11.6|^ |^ |^ |^ |^정량한계미만|^ |^167|^ |^ |^0.907|^0.030|^9|^0.000|^1.112|^0.015|^ |^ |^ |^ |^ |^ |^ |^2.9|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^859|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^07|^3회차|^ |^127|^28|^44|^36|^22|^6|^20170717|^ |^ |^23.2|^8.4|^8.5|^1.0|^4.2|^3.3|^29|^1.091|^0.011|^ |^ |^ |^ |^ |^ |^ |^ |^정량한계미만|^ |^ |^ |^6.4|^ |^ |^ |^ |^정량한계미만|^ |^168|^ |^ |^0.859|^0.031|^7|^0.001|^1.072|^0.003|^ |^ |^ |^ |^ |^ |^ |^2.8|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^860|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^07|^4회차|^ |^127|^28|^44|^36|^22|^6|^20170724|^ |^ |^24.0|^8.1|^6.3|^0.8|^4.0|^1.2|^9|^1.078|^0.010|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^ |^정량한계미만|^ |^정량한계미만|^ |^ |^5.2|^ |^ |^ |^ |^정량한계미만|^ |^168|^ |^ |^0.885|^0.029|^2|^0.000|^1.038|^0.004|^ |^ |^ |^ |^ |^ |^ |^2.7|^ |^정량한계미만|^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^861|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^07|^5회차|^ |^127|^28|^44|^36|^22|^6|^20170731|^ |^ |^24.6|^7.8|^5.4|^0.7|^4.0|^2.9|^4|^1.406|^0.016|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^4.1|^ |^ |^ |^ |^정량한계미만|^ |^169|^ |^ |^1.104|^0.023|^1|^0.001|^1.381|^0.006|^ |^ |^ |^ |^ |^ |^ |^2.7|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^862|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^08|^1회차|^ |^127|^28|^44|^36|^22|^6|^20170807|^ |^ |^25.2|^8.2|^5.3|^0.8|^3.9|^5.9|^4|^1.160|^0.013|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^ |^정량한계미만|^ |^ |^ |^ |^5.0|^ |^ |^ |^ |^정량한계미만|^ |^169|^ |^ |^0.922|^0.029|^1|^0.001|^1.109|^0.008|^ |^ |^ |^ |^ |^ |^ |^2.9|^ |^정량한계미만|^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^863|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^08|^2회차|^ |^127|^28|^44|^36|^22|^6|^20170814|^ |^ |^25.5|^7.9|^5.2|^1.0|^4.0|^1.2|^5|^1.321|^0.013|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^5.0|^ |^ |^ |^ |^정량한계미만|^ |^166|^ |^ |^1.024|^0.053|^1|^0.001|^1.257|^0.004|^ |^ |^ |^ |^ |^ |^ |^3.2|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^864|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^08|^3회차|^ |^127|^28|^44|^36|^22|^6|^20170821|^ |^ |^25.3|^7.9|^4.0|^1.1|^4.7|^1.4|^16|^1.196|^0.020|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^10.4|^ |^ |^ |^ |^정량한계미만|^ |^165|^ |^ |^0.901|^0.025|^10|^0.014|^1.161|^0.013|^ |^ |^ |^ |^ |^ |^ |^3.0|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^865|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^08|^4회차|^ |^127|^28|^44|^36|^22|^6|^20170828|^ |^ |^26.1|^8.2|^4.6|^0.9|^5.1|^2.6|^10|^1.633|^0.031|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^8.0|^ |^ |^ |^ |^정량한계미만|^ |^161|^ |^ |^1.008|^0.016|^6|^0.003|^1.549|^0.023|^ |^ |^ |^ |^ |^ |^ |^3.1|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^866|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^09|^1회차|^ |^127|^28|^44|^36|^22|^6|^20170904|^ |^ |^26.1|^8.3|^6.4|^0.9|^5.7|^3.6|^6|^1.423|^0.029|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^ |^정량한계미만|^ |^ |^ |^ |^10.2|^ |^ |^ |^ |^정량한계미만|^ |^160|^정량한계미만|^정량한계미만|^1.019|^0.015|^3|^0.001|^1.342|^0.015|^ |^ |^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^3.7|^ |^정량한계미만|^ |^정량한계미만|^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^867|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^09|^2회차|^ |^127|^28|^44|^36|^22|^6|^20170911|^ |^ |^25.3|^7.8|^5.7|^0.8|^5.3|^3.9|^5|^1.375|^0.030|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^11.0|^ |^ |^ |^ |^정량한계미만|^ |^163|^ |^ |^1.064|^0.028|^2|^0.003|^1.284|^0.013|^ |^ |^ |^ |^ |^ |^ |^3.1|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^868|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^09|^3회차|^ |^127|^28|^44|^36|^22|^6|^20170918|^ |^ |^25.0|^7.9|^8.7|^0.9|^6.0|^3.1|^8|^0.989|^0.020|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^11.7|^ |^ |^ |^ |^정량한계미만|^ |^160|^ |^ |^0.761|^0.011|^3|^0.001|^0.945|^0.012|^ |^ |^ |^ |^ |^ |^ |^3.3|^ |^ |^정량한계미만|^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^869|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^09|^4회차|^ |^127|^28|^44|^36|^22|^6|^20170925|^ |^ |^24.6|^8.2|^9.5|^1.1|^5.5|^3.0|^7|^1.133|^0.013|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^12.9|^ |^ |^ |^ |^정량한계미만|^ |^162|^ |^ |^0.831|^0.045|^2|^0.001|^1.089|^0.008|^ |^ |^ |^ |^ |^ |^ |^3.4|^ |^ |^ |^ |^정량한계미만|^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^870|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^10|^1회차|^ |^127|^28|^44|^36|^22|^6|^20171010|^ |^ |^23.3|^8.4|^12.3|^1.0|^4.9|^2.5|^6|^1.214|^0.026|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^16.4|^ |^ |^ |^ |^정량한계미만|^ |^160|^ |^ |^0.874|^0.031|^2|^0.000|^1.171|^0.017|^ |^ |^ |^ |^ |^ |^ |^3.1|^정량한계미만|^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^871|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^10|^2회차|^ |^127|^28|^44|^36|^22|^6|^20171016|^ |^ |^21.9|^7.6|^8.2|^0.9|^4.8|^3.6|^4|^1.199|^0.021|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^ |^정량한계미만|^ |^ |^ |^ |^12.8|^ |^ |^ |^ |^정량한계미만|^ |^160|^ |^ |^0.859|^0.016|^2|^0.000|^1.139|^0.015|^ |^ |^ |^ |^ |^ |^ |^3.0|^ |^정량한계미만|^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^872|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^10|^3회차|^ |^127|^28|^44|^36|^22|^6|^20171023|^ |^ |^21.0|^7.6|^8.2|^0.7|^4.3|^2.0|^3|^1.234|^0.024|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^8.4|^ |^ |^ |^ |^정량한계미만|^ |^160|^ |^ |^0.967|^0.018|^1|^0.000|^1.190|^0.017|^ |^ |^ |^ |^ |^ |^ |^3.0|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^873|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^10|^4회차|^ |^127|^28|^44|^36|^22|^6|^20171030|^ |^ |^19.8|^7.6|^8.2|^0.8|^4.7|^1.4|^7|^1.182|^0.034|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^9.6|^ |^ |^ |^ |^정량한계미만|^ |^200|^ |^ |^0.910|^0.012|^4|^0.000|^1.072|^0.013|^ |^ |^ |^ |^ |^ |^ |^2.9|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^874|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^11|^1회차|^ |^127|^28|^44|^36|^22|^6|^20171106|^ |^ |^18.6|^7.7|^8.6|^0.9|^5.1|^1.1|^5|^1.195|^0.031|^정량한계미만|^정량한계미만|^정량한계미만|^ |^정량한계미만|^정량한계미만|^ |^정량한계미만|^ |^ |^ |^ |^10.2|^ |^ |^ |^ |^정량한계미만|^ |^162|^ |^ |^0.924|^0.024|^2|^0.000|^1.134|^0.013|^ |^ |^ |^ |^ |^ |^ |^3.1|^ |^정량한계미만|^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^875|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^11|^2회차|^ |^127|^28|^44|^36|^22|^6|^20171113|^ |^ |^17.1|^7.7|^8.8|^0.8|^4.2|^2.2|^12|^1.151|^0.016|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^10.2|^ |^ |^ |^ |^정량한계미만|^ |^163|^ |^ |^0.934|^0.018|^4|^0.001|^1.129|^0.011|^ |^ |^ |^ |^ |^ |^ |^3.0|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^876|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^11|^3회차|^ |^127|^28|^44|^36|^22|^6|^20171120|^ |^ |^14.9|^7.8|^9.1|^0.8|^4.5|^2.2|^13|^1.275|^0.019|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^10.2|^ |^ |^ |^ |^정량한계미만|^ |^163|^ |^ |^0.948|^0.013|^7|^0.000|^1.270|^0.008|^ |^ |^ |^ |^ |^ |^ |^2.9|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^877|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^11|^4회차|^ |^127|^28|^44|^36|^22|^6|^20171127|^ |^ |^13.4|^7.8|^9.4|^0.7|^4.1|^2.6|^7|^1.159|^0.012|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^6.9|^ |^ |^ |^ |^정량한계미만|^ |^164|^ |^ |^0.940|^0.013|^2|^0.000|^1.108|^0.002|^ |^ |^ |^ |^ |^ |^ |^3.0|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^878|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^12|^1회차|^ |^127|^28|^44|^36|^22|^6|^20171204|^ |^ |^12.1|^7.8|^9.8|^0.7|^4.2|^1.4|^20|^1.241|^0.008|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^ |^정량한계미만|^ |^ |^ |^ |^5.6|^ |^ |^ |^ |^정량한계미만|^ |^165|^ |^ |^0.902|^0.009|^2|^0.000|^1.234|^0.005|^ |^ |^ |^ |^ |^ |^ |^2.9|^ |^정량한계미만|^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^879|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^12|^2회차|^ |^127|^28|^44|^36|^22|^6|^20171211|^ |^ |^10.5|^7.8|^10.1|^0.6|^5.3|^1.3|^22|^1.644|^0.011|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^6.6|^ |^ |^ |^ |^정량한계미만|^ |^166|^ |^ |^0.973|^0.009|^1|^0.001|^1.529|^0.007|^ |^ |^ |^ |^ |^ |^ |^2.7|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^880|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^12|^3회차|^ |^127|^28|^44|^36|^22|^6|^20171218|^ |^ |^8.5|^7.9|^10.9|^0.7|^4.8|^1.4|^16|^1.473|^0.009|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^6.6|^ |^ |^ |^ |^정량한계미만|^ |^166|^ |^ |^0.966|^0.018|^0|^0.002|^1.471|^0.003|^ |^ |^ |^ |^ |^ |^ |^2.9|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^881|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2017|^12|^4회차|^ |^127|^28|^44|^36|^22|^6|^20171226|^ |^ |^7.9|^7.8|^11.7|^0.8|^3.9|^1.7|^6|^1.202|^0.008|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^6.7|^ |^ |^ |^ |^정량한계미만|^ |^167|^ |^ |^0.976|^0.127|^0|^0.000|^1.198|^0.004|^ |^ |^ |^ |^ |^ |^ |^2.6|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^882|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2018|^01|^1회차|^ |^127|^28|^44|^36|^22|^6|^20180102|^ |^ |^7.0|^7.9|^12.0|^0.8|^4.0|^1.8|^20|^1.203|^0.008|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^6.8|^ |^ |^ |^ |^0.000|^ |^168|^ |^ |^0.902|^0.027|^1|^0.001|^1.197|^0.005|^ |^ |^ |^ |^ |^ |^ |^3.1|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^883|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2018|^01|^2회차|^ |^127|^28|^44|^36|^22|^6|^20180108|^ |^ |^6.4|^7.7|^12.4|^0.8|^3.7|^1.2|^58|^1.323|^0.011|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^5.1|^ |^ |^ |^ |^0.000|^ |^169|^ |^ |^0.955|^0.017|^32|^0.000|^1.212|^0.003|^ |^ |^ |^ |^ |^ |^ |^2.8|^ |^0.0000|^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^884|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2018|^01|^3회차|^ |^127|^28|^44|^36|^22|^6|^20180115|^ |^ |^5.3|^7.7|^13.7|^0.7|^4.3|^1.5|^12|^1.212|^0.007|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^4.7|^ |^ |^ |^ |^0.000|^ |^170|^ |^ |^1.017|^0.027|^1|^0.000|^1.207|^0.006|^ |^ |^ |^ |^ |^ |^ |^2.7|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^885|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2018|^01|^4회차|^ |^127|^28|^44|^36|^22|^6|^20180122|^ |^ |^5.7|^7.5|^11.4|^0.6|^3.5|^1.7|^19|^1.327|^0.011|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^3.3|^ |^ |^ |^ |^0.000|^ |^170|^ |^ |^1.010|^0.024|^7|^0.001|^1.294|^0.009|^ |^ |^ |^ |^ |^ |^ |^2.7|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^886|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2018|^01|^5회차|^ |^127|^28|^44|^36|^22|^6|^20180129|^ |^ |^3.7|^8.0|^12.5|^0.7|^4.0|^1.8|^5|^1.245|^0.016|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^3.2|^ |^ |^ |^ |^0.000|^ |^171|^ |^ |^1.049|^0.022|^0|^0.001|^1.215|^0.008|^ |^ |^ |^ |^ |^ |^ |^3.0|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^887|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2018|^02|^1회차|^ |^127|^28|^44|^36|^22|^6|^20180205|^ |^ |^3.3|^7.5|^12.8|^0.5|^3.7|^1.7|^2|^1.186|^0.007|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^3.2|^ |^ |^ |^ |^정량한계미만|^ |^171|^ |^ |^1.002|^0.022|^0|^0.000|^1.172|^0.005|^ |^ |^ |^ |^ |^ |^ |^2.7|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^888|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2018|^02|^2회차|^ |^127|^28|^44|^36|^22|^6|^20180212|^ |^ |^3.1|^7.6|^12.8|^0.9|^4.0|^2.3|^4|^1.254|^0.012|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^3.3|^ |^ |^ |^ |^정량한계미만|^ |^175|^ |^ |^1.029|^0.032|^0|^0.001|^1.191|^0.005|^ |^ |^ |^ |^ |^ |^ |^2.8|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^889|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2018|^02|^3회차|^ |^127|^28|^44|^36|^22|^6|^20180220|^ |^ |^2.5|^7.3|^13.3|^0.6|^3.2|^1.5|^0|^1.217|^0.012|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^정량한계미만|^ |^정량한계미만|^ |^ |^ |^ |^3.3|^ |^ |^ |^ |^정량한계미만|^ |^174|^ |^ |^0.854|^0.018|^0|^0.003|^1.175|^0.004|^ |^ |^ |^ |^ |^ |^ |^3.0|^ |^정량한계미만|^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^890|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2018|^02|^4회차|^ |^127|^28|^44|^36|^22|^6|^20180228|^ |^ |^4.1|^8.0|^13.0|^0.7|^4.0|^1.5|^8|^1.609|^0.017|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^3.5|^ |^ |^ |^ |^정량한계미만|^ |^172|^ |^ |^0.864|^0.041|^0|^0.003|^1.537|^0.008|^ |^ |^ |^ |^ |^ |^ |^2.9|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
